feedback_id,created_at,author_type,channel,text,true_theme
F00859,2025-12-11,customer,review,"so spent most of the visit on his phone, barely explained anything",workmanship_quality
F00456,2025-11-09,provider,support,"hi, bought 9 leads this month and only one picked up the phone would appreciate a reply",lead_quality
F01209,2026-02-22,provider,review,"hi, quoted one price then asked for more once the work started cheers",price_dispute
F00688,2026-02-27,customer,support,"So Filled in my details twice and heard nothing, is this site even active Not impressed",provider_communication
F01457,2025-10-31,provider,survey,"Feedback: Can't update my coverage zones, the save button is greyed out Would appreciate a reply email me at sophie82@example.com",app_bug
F00216,2026-01-07,customer,review,"Feedback: Two appointments in a row moved at the last minute, I've lost a week Not impressed I live near Z21 8DC",provider_no_show
F00707,2025-10-07,provider,review,update - bought 2 leads this month and only one picked up the phone thanks,lead_quality
F01387,2026-02-03,customer,review,"Update - Site left spotless and every connection checked, felt genuinely professional Would appreciate a reply I live near Z27 1CD",safety_issue
F01151,2025-09-03,customer,review,"honestly, was late again by half an hour, third time this month second time this has happened",provider_no_show
F00016,2026-02-02,customer,review,"honestly, price on the profile said £31 but he charged £48 per hour second time this has happened",price_dispute
F00355,2025-11-21,customer,support,"Not happy. Isolation switch didn't seem to work properly, felt unsafe Would appreciate a reply",safety_issue
F00069,2025-12-21,provider,support,"Someone wanting an installation sent to me, I only do repairs, that's on you Please sort it out -- This message was sent via the marketplace app",lead_quality
F00085,2025-11-16,customer,support,"Every visit had a clear plan and a recap at the end, finished in 10 days",workmanship_quality
F01270,2025-10-10,customer,survey,he simply didn't show up on saturday and went quiet afterwards,provider_no_show
F00679,2026-01-13,customer,review,"So Got one text and then silence, no idea if I have a tradesperson or not This was in Z01",provider_communication
F00349,2025-09-26,customer,support,"fyi snapped at me when i asked a question, made the whole thing uncomfortable been using the site since november",workmanship_quality
F00727,2025-12-21,customer,review,just to say would be nice to actually get a response from the person i was matched with second time this has happened,provider_communication
F00845,2025-10-02,provider,review,"FYI The customer was actually two counties away, the address must have been typed wrong Cheers I live near Z20 5FB",lead_quality
F00815,2025-10-11,provider,support,Feedback: Asked for cash up front for the full job then said the rate had gone up Would appreciate a reply,price_dispute
F00675,2026-01-21,provider,survey,,credits_refund
F00304,2025-12-02,provider,review,Update - Provider Priya didn't turn up for the first visit and never called Otherwise fine,provider_no_show
F00099,2025-12-25,customer,support,"Just to say Two appointments in a row moved at the last minute, I've lost a week",provider_no_show
F00608,2025-11-17,customer,review,Asked for cash up front for the full job then said the rate had gone up Been using the site since October email me at marek86@example.com -- This message was sent via the marketplace app,price_dispute
F00602,2025-10-07,provider,support,"feedback: customer never answered, wasted credits again thanks",lead_quality
F00692,2025-10-28,customer,review,Feedback: Quoted one price then asked for more once the work started Thanks,price_dispute
F00442,2025-09-21,customer,support,"So Booked a morning slot, waited 40 minutes, nobody came. No explanation Thanks",provider_no_show
F00768,2025-11-07,provider,support,third enquiry this week where the person says they never filled anything in would appreciate a reply my number is 07700 900642,lead_quality
F00204,2025-12-15,customer,review,"Feedback: Snapped at me when I asked a question, made the whole thing uncomfortable Second time this has happened email me at fatima24@example.com",workmanship_quality
F01284,2025-12-31,customer,support,update - turned up 25 minutes into a one hour slot and still charged the full hour this was in z10,provider_no_show
F00050,2026-01-20,customer,review,good,noise
F01310,2026-02-05,provider,review,"Not happy. Kept coming back for the same fault each week, no real progress at all Been using the site since January",workmanship_quality
F00197,2026-02-01,customer,survey,"Just to say Still waiting for someone to call me back, it's been 6 days Please sort it out",provider_communication
F01410,2025-10-22,provider,review,Update - Map view is blank on my phone since the last update Been using the site since October,app_bug
F00293,2025-09-11,provider,support,Just to say Uploaded a new profile photo and it shows sideways Otherwise fine,app_bug
F00471,2025-10-22,customer,review,"Honestly, Every visit had a clear plan and a recap at the end, finished in 8 days Thanks",workmanship_quality
F01363,2026-01-12,customer,review,"Brilliant at talking me through the options, I was dreading this and it was painless Would appreciate a reply",workmanship_quality
F01210,2025-11-08,provider,survey,"the ladder he used was visibly damaged, i mentioned it and got shrugged at thanks I live near Z25 5BB -- This message was sent via the marketplace app",safety_issue
F00266,2025-09-02,customer,review,good,noise
F00061,2025-12-25,customer,survey,FYI Asked for cash up front for the full job then said the rate had gone up Cheers,price_dispute
F00824,2025-09-28,provider,survey,"just to say the customer was actually two counties away, the address must have been typed wrong",lead_quality
F00140,2025-09-21,customer,review,Feedback: Quoted one price then asked for more once the work started Would appreciate a reply -- This message was sent via the marketplace app,price_dispute
F00883,2026-02-03,customer,survey,"Feedback: Great tradesperson, tidy and methodical, highly recommend Not impressed",workmanship_quality
F00328,2026-01-03,provider,support,"just to say lead was from z10 which i don't even cover, why was it sent to me not impressed",lead_quality
F00083,2026-01-17,customer,review,"Quick one: Cancelled on me twice last minute, really unreliable Please sort it out",provider_no_show
F01283,2026-02-19,provider,survey,"The customer was actually two counties away, the address must have been typed wrong",lead_quality
F00539,2025-10-17,provider,support,"Was promised my money back for the fake enquiry, 4 days later still waiting Been using the site since October",credits_refund
F01092,2025-12-28,customer,survey,"Hi, Asked for cash up front for the full job then said the rate had gone up Been using the site since November",price_dispute
F01333,2025-11-22,customer,review,"just to say explains things in a way that actually makes sense, worth every penny second time this has happened",workmanship_quality
F00263,2025-10-16,customer,review,"FYI Explains things in a way that actually makes sense, worth every penny Would appreciate a reply",workmanship_quality
F00884,2026-02-23,customer,review,"Feedback: Price on the profile said £32 but he charged £45 per hour This was in Z04 Regards,",price_dispute
F01043,2026-01-28,provider,support,"update - charged for a lead i never accepted, please refund this was in z24 I live near Z26 3BE",credits_refund
F00638,2025-12-19,provider,review,good,noise
F01232,2026-02-19,customer,review,so he simply didn't show up on saturday and went quiet afterwards,provider_no_show
F01231,2026-02-15,customer,review,"update - the ladder he used was visibly damaged, i mentioned it and got shrugged at cheers my number is 07700 900148",safety_issue
